Opened	Name	City	Market
7/28/2006	Plattsburgh, Cornelia St.	Plattsburgh	NewYork\NewYorkRemoteMarkets
7/25/2006	Canoga & Oxnard	Woodland Hills	California\LosAngelesCounty
7/24/2006	John Daly & Westlake Center	Daly City	California\SanMateoCounty
7/22/2006	Hickory North	Hickory	NorthCarolina\NorthCarolinaRemoteMarkets
7/22/2006	Kapolei Pkwy & Kamokila Blvd	Kapolei	Hawaii\Oahu
7/21/2006	12 Mile & Mound	Warren	Michigan\Detroit
7/21/2006	College & Joyce	Fayetteville	Arkansas
7/21/2006	Battle Creek, Beckley & I-94	Battle Creek	Michigan\MichiganRemoteMarkets
7/21/2006	Brentwood & White	Brentwood	Missouri\StLouis
7/21/2006	Clairmont & Stein	Eau Claire	Wisconsin\WisconsinRemoteMarkets
7/21/2006	Hwy 66 & Kenwood	Rowlett	Texas\DallasFortWorth
7/21/2006	South Mall	Allentown	Pennsylvania\PennsylvaniaRemoteMarkets
7/20/2006	SW 120th St & SW 127th Ave	Miami	Florida\Miami
7/19/2006	75th Ave. & McDowell, Phoenix	Phoenix	Arizona\Phoenix
7/15/2006	Hwy 78 & Hwy 20 - Loganville	Loganville	Georgia\GeorgiaRemoteMarkets
7/14/2006	Virginia & Stonebridge	McKinney	Texas\DallasFortWorth
7/14/2006	134th South & Bangerter, Riverton	Riverton	Utah
7/14/2006	Federal Way Crossing	Federal Way	Washington\Tacoma
7/14/2006	Nicholasville & New Circle	Lexington	Kentucky\Lexington
7/14/2006	Pine Cone Rd & Hwy 50 - Dayton	Dayton	Nevada\Reno
7/14/2006	Hingham, Derby St.	Hingham	Massachusetts\Boston
7/14/2006	I-35 & Slaughter	Austin	Texas\Austin
7/10/2006	Bedford, Great Road	Bedford	Massachusetts\Boston
7/10/2006	Oxford & Lougheed	Port Coquitlam	BritishColumbia\Vancouver
7/8/2006	Durango & Elkhorn, Las Vegas	Las Vegas	Nevada\LasVegas
7/7/2006	Bitters & Embassy Row	San Antonio	Texas\SanAntonio
7/7/2006	Brookswood Village-200th & 40th	Langley	BritishColumbia\Vancouver
7/7/2006	Marysville, OH	Marysville	Ohio\Columbus
7/7/2006	Savage-CR 42 & Hwy 13	Savage	Minnesota\Minneapolis
7/7/2006	Palmdale & Hwy 395	Adelanto	California\SanBernardinoCounty
7/7/2006	I-94 & Holt	Milwaukee	Wisconsin\Milwaukee
7/5/2006	Mission & Las Palmas	Fremont	California\AlamedaCounty
7/2/2006	Vernon Hills-Rte 60 & Aspen Dr	Vernon Hills	Illinois\Chicagoland
7/1/2006	Yonge & Park Home	Toronto	Ontario\Toronto
7/1/2006	University & Goldenrod	Winter Park	Florida\Orlando
7/1/2006	Deerfoot Meadows	Calgary	Alberta\Calgary
7/1/2006	2500 Appleby Line	Burlington	Ontario\GreaterTorontoArea
7/1/2006	Olde Tollgate Village	York	Pennsylvania\PennsylvaniaRemoteMarkets
7/1/2006	Los Gatos & Hwy 85	Los Gatos	California\SantaClaraCounty
6/30/2006	Union Deposit Road	Harrisburg	Pennsylvania\PennsylvaniaRemoteMarkets
6/30/2006	5557 N. 7th Street, Phoenix	Phoenix	Arizona\Phoenix
6/30/2006	Downtown Edmonds	Edmonds	Washington\Seattle
6/30/2006	Cedar Rapids-Blairs Ferry & I-380	Cedar Rapids	Iowa
6/30/2006	Eastside	Pittsburgh	Pennsylvania\Pittsburgh
6/30/2006	1307 S. Milton Rd., Flagstaff	Flagstaff	Arizona\Flagstaff
6/30/2006	901 New York Avenue, NW	Washington	WashingtonDC\WashingtonDC
6/30/2006	87th & Lafayatte - Chatham	Chicago	Illinois\Chicago
6/30/2006	Decatur-Rte 51 & Mound Rd	Decatur	Illinois\IllinoisRemoteMarkets
6/30/2006	Hwy 10 & Sam Peck	Little Rock	Arkansas
6/30/2006	Lake Placid, Main St	Lake Placid	NewYork\NewYorkRemoteMarkets
6/30/2006	Massillon Marketplace	Massillon	Ohio\OhioRemoteMarkets
6/30/2006	SE 272nd St & 172nd Ave SE	Covington	Washington\Seattle
6/30/2006	Merced & 10th, Fowler	Fowler	California\CentralValley
6/30/2006	Sioux Falls-57th & Western	Sioux Falls	SouthDakota
6/30/2006	SR-K & Weldon Spring	OFallon	Missouri\StLouis
6/30/2006	Hwy 99 & 185th- Shoreline	Shoreline	Washington\Seattle
6/30/2006	Main & Dallas	Houston	Texas\Houston
6/28/2006	Napa Junction & Hwy 29	American Canyon	California\NapaCounty
6/26/2006	Orange Tree Lane - Alabama	Redlands	California\SanBernardinoCounty
6/24/2006	US 41 & Daniels	Ft Myers	Florida\Naples
6/24/2006	Downtown/Westend	Greenville	SouthCarolina\Greenville
6/24/2006	Charleston & Independence	Mountain View	California\SantaClaraCounty
6/24/2006	Shoreline & Pear	Mountain View	California\SantaClaraCounty
6/23/2006	Bardstown & Heather	Louisville	Kentucky\Louisville
6/23/2006	Eagle River	Eagle River	Alaska
6/23/2006	CR 15 & US 33	Elkhart	Indiana\NorthwestIndiana
6/23/2006	Champaign - N Prospect Ave	Champaign	Illinois\IllinoisRemoteMarkets
6/23/2006	Fishkill, Ransley Square	Fishkill	NewYork\DutchessCounty
6/23/2006	Rocklin & Sierra College - Rocklin	Rocklin	California\Sacramento
6/23/2006	Route 66 & Lone Hill	Glendora	California\SanGabrielValley
6/23/2006	Main & Mountain Vista	Hesperia	California\SanBernardinoCounty
6/23/2006	Tanger Outlets Foley - Hwy 59	Foley	Alabama\Mobile
6/22/2006	Elk Grove & Franklin - Elk Grove	Elk Grove	California\Sacramento
6/17/2006	Walter Reed Road	Fayetteville	NorthCarolina\NorthCarolinaRemoteMarkets
6/17/2006	Forest Hill Blvd & Wellington Trace	Wellington	Florida\PalmBeachCounty
6/17/2006	Ft. Apache & Patrick, Las Vegas	Las Vegas	Nevada\LasVegas
6/16/2006	Univ Common Dr & Univ Dr, Ext 140	Burlington	NorthCarolina\Greensboro
6/16/2006	Tuckahoe Train Station	Tuckahoe	NewYork\WestchesterCounty
6/16/2006	Clinton, MD	Clinton	Maryland\SouthernMaryland
6/16/2006	Galbreath Way & Weber	Ritzville	Washington\CentralWashington
6/16/2006	Foothill & City Center	Hayward	California\AlamedaCounty
6/16/2006	FM 518 & Hwy 3	League City	Texas\Houston
6/16/2006	Cedar Rapids-Williams & Wilson	Cedar Rapids	Iowa
6/16/2006	Cropsey Ave & Hart Place	Brooklyn	NewYork\Brooklyn
6/16/2006	I 55 & Northside	Jackson	Mississippi\Jackson
6/16/2006	Niles Cortland Road	Warren	Ohio\Youngstown
6/16/2006	Nashville Pike & Hwy 109 Bypass	Gallatin	Tennessee\Nashville
6/15/2006	Warminster	Warminster	Pennsylvania\Philadelphia
6/14/2006	I-65 at Airport Blvd	Mobile	Alabama\Mobile
6/9/2006	Walnut & Miller	Bloomington	Indiana\Bloomington
6/9/2006	Wilshire & Detroit	Los Angeles	California\LosAngeles
6/9/2006	W. Sunset Hwy & S Hayford Rd	Spokane	Washington\Spokane
6/9/2006	Fairfield, Boston Post Rd	Fairfield	Connecticut\SouthernConnecticut
6/9/2006	Combs Flat Crossing- Prineville	Prineville	Oregon\OregonRemoteMarkets
6/9/2006	2712 Island Ave-La Grande	La Grande	Oregon\OregonRemoteMarkets
6/9/2006	Bloomfield - Gillete Ridge Plaza	Bloomfield	Connecticut\Hartford
6/9/2006	J. Clyde Morris	Newport News	Virginia\ChesapeakeBayRegion
6/9/2006	S Union Blvd - Lakewood	Lakewood	Colorado\Denver
6/9/2006	Oswego-Rte. 34 & Douglass	Oswego	Illinois\Chicagoland
6/6/2006	Moanalua Shopping Center	Honolulu	Hawaii\Oahu
6/4/2006	Vista & Foothill, Vista	Vista	California\SanDiego
6/3/2006	Carlisle Crossing	Carlisle	Pennsylvania\PennsylvaniaRemoteMarkets
6/3/2006	Mack & Hwy 99	Sacramento	California\Sacramento
6/2/2006	61st & Avenue T 1/2	Galveston	Texas\Houston
6/2/2006	Camino Del Rio N & Mission Gorge	San Diego	California\SanDiego
6/2/2006	Hwy 65 & Hermosa, Lindsay	Lindsay	California\CentralValley
6/2/2006	Lowry Town Center - Denver	Denver	Colorado\Denver
6/2/2006	Hwy 90 & FM 2100	Crosby	Texas\Houston
6/1/2006	Laird & Wicksteed	Toronto	Ontario\Toronto
5/30/2006	Laurel & Arroyo	San Carlos	California\SanMateoCounty
5/27/2006	Craig & Losee, North Las Vegas	North Las Vegas	Nevada\LasVegas
5/27/2006	Oakland & Olive	Milwaukee	Wisconsin\Milwaukee
5/27/2006	I-10 & Durham	Houston	Texas\Houston
5/26/2006	Division & Maria	Stevens Point	Wisconsin\NorthernWisconsin
5/26/2006	Baseline Rd & Broadway - Boulder	Boulder	Colorado\Boulder
5/26/2006	3302 Woodroffe Avenue	Ottawa	Ontario\Ottawa
5/26/2006	Roosevelt Island	New York	NewYork\NewYorkCity
5/26/2006	Kentwood, 28th & M-37	Grand Rapids	Michigan\GrandRapids
5/20/2006	Piedmont & Sidney Marcus	Atlanta	Georgia\Atlanta
5/19/2006	Winneconne & South Lake	Neenah	Wisconsin\NorthernWisconsin
5/19/2006	Rapid City-1705 W Main	Rapid City	SouthDakota
5/16/2006	Larkfield	Larkfield	California\SonomaCounty
5/13/2006	Potomac Mills, Center Court	Woodbridge	Virginia\NorthernVirginia
5/12/2006	Waite Park - 2nd St S & Waite Park	Waite Park	Minnesota\MinnesotaRemoteMarkets
5/12/2006	Coleman & Taylor	San Jose	California\SantaClaraCounty
5/12/2006	24 Rd & Kassandra- Grand Junction	Grand Junction	Colorado\ColoradoRemoteMarkets
5/12/2006	23rd & Lee`s Summit	Independence	Missouri\KansasCity
5/12/2006	Apache Trail & Delaware	Apache Junction	Arizona\Phoenix
5/12/2006	119th & Blackbob	Olathe	Kansas\KansasCityKansas
5/12/2006	Gaston & Haskell	Dallas	Texas\DallasFortWorth
5/12/2006	55th & Lex	New York	NewYork\NewYorkCity
5/12/2006	Redwood & Olive	Novato	California\MarinCounty
5/12/2006	SR-32 & SR-38	Noblesville	Indiana\Indianapolis
5/12/2006	LaSalle & Monroe	Chicago	Illinois\Chicago
5/9/2006	95th St & 2nd Ave	Miami Shores	Florida\Miami
5/6/2006	Beal Pkwy at Mary Esther	Ft Walton Beach	Florida\Panhandle
5/6/2006	27th & Sycamore	Franklin	Wisconsin\Milwaukee
5/6/2006	Delran	Delran	NewJersey
5/5/2006	Valley Plaza- Beaverton	Beaverton	Oregon\Portland
5/5/2006	Circle C on Escarpment	Austin	Texas\Austin
5/5/2006	599 Taylor Kidd Blvd	Kingston	Ontario\KingstonBelleville
5/5/2006	MacArthur & Estudillo	San Leandro	California\AlamedaCounty
5/5/2006	Homewood-Halsted & Ridge	Homewood	Illinois\Chicagoland
5/5/2006	Monterey & El Paseo, Palm Desert	Palm Desert	California\PalmSprings
5/5/2006	Scottsdale & McKellips, Tempe	Tempe	Arizona\Phoenix
5/5/2006	I-85 & US 441	Commerce	Georgia\GeorgiaRemoteMarkets
5/5/2006	Roosevelt & Ardmore	Villa Park	Illinois\Chicagoland
5/5/2006	Rainbow & Warm Springs, Las Vegas	Las Vegas	Nevada\LasVegas
5/5/2006	I-35 & SR-152	Liberty	Missouri\KansasCity
5/4/2006	Vancouver Park Place- Vancouver	Vancouver	Washington\SouthwesternWashington
5/4/2006	Tsain-Ko Village Sechelt	Sechelt	BritishColumbia\Vancouver
5/1/2006	Hull`s Corner-Jacklin & Langford	Victoria	BritishColumbia\VancouverIsland
4/28/2006	The Shops at LaCantera	San Antonio	Texas\SanAntonio
4/28/2006	Bandera & Leslie	Helotes	Texas\SanAntonio
4/28/2006	Barataria Blvd & Lapalco Blvd	Marrero	Louisiana\NewOrleans
4/28/2006	709 Southgate- Pendleton	Pendleton	Oregon\OregonRemoteMarkets
4/28/2006	Old Saybrook, Main Street	Old Saybrook	Connecticut\SouthernConnecticut
4/28/2006	Northampton Blvd.	Virginia Beach	Virginia\ChesapeakeBayRegion
4/28/2006	Oakdale & Claribel - Riverbank	Modesto	California\ModestoStockton
4/28/2006	Main & Largo, Farmington	Farmington	NewMexico\NewMexicoRemoteMarkets
4/25/2006	Jacksonville Mall	Jacksonville	NorthCarolina\NorthCarolinaRemoteMarkets
4/23/2006	Ithaca on The Commons	Ithaca	NewYork\NewYorkRemoteMarkets
4/22/2006	Hwy 85 & Bridge- Brighton	Brighton	Colorado\Denver
4/21/2006	Copper Hill & Newhall Ranch	Santa Clarita	California\SantaClarita
4/21/2006	Carothers & Bakers Bridge	Franklin	Tennessee\Nashville
4/21/2006	Concord, Loudon Road	Concord	NewHampshire
4/21/2006	24th & M Streets	Washington	WashingtonDC\WashingtonDC
4/20/2006	Capitol Expy & Aborn	San Jose	California\SantaClaraCounty
4/19/2006	Jefferson & Interstate	Cookeville	Tennessee\TennesseeRemoteMarkets
4/18/2006	Forsyth Rd & Tucker Rd	Macon	Georgia\Macon
4/17/2006	Island Hwy & Mills Rd	Parksville	BritishColumbia\VancouverIsland
4/14/2006	4240 Innes Road	Orleans	Ontario\Ottawa
4/14/2006	Springfield, E. Columbus Blvd	Springfield	Massachusetts\WesternMassachusetts
4/14/2006	Los Angeles & 1st	Simi Valley	California\Ventura
4/14/2006	I 10 & Garth	Baytown	Texas\Houston
4/14/2006	N. Wenatchee Ave & Maiden Lane	Wenatchee	Washington\CentralWashington
4/14/2006	Murfreesboro Rd - Nashboro Village	Nashville	Tennessee\Nashville
4/13/2006	Blakeney	Charlotte	NorthCarolina\Charlotte
4/10/2006	Austin Station	Coquitlam	BritishColumbia\Vancouver
4/7/2006	Montgomery Plaza (7th & Carroll)	Ft. Worth	Texas\DallasFortWorth
4/7/2006	Hwy 905 & La Media, San Diego	San Diego	California\SanDiego
4/7/2006	Lincoln & Anaheim	Anaheim	California\OrangeCounty
4/7/2006	SH 360 & Mayfield Rd	Grand Prairie	Texas\DallasFortWorth
4/6/2006	Smith Haven Mall	Lake Grove	NewYork\LongIsland
4/3/2006	Hwy 181 & Wildcat	Portland	Texas\RemoteMarkets
4/2/2006	Hwy 12 & Hwy 26 - Valley Springs	Valley Springs	California\CalaverasCounty
4/1/2006	Valley & Almansor, Alhambra	ALHAMBRA	California\SanGabrielValley
4/1/2006	3180 Douglas St - Victoria	Victoria	BritishColumbia\VancouverIsland
4/1/2006	Hwy 69 & Hwy 365	Nederland	Texas\RemoteMarkets
4/1/2006	Perimeter Mall	Atlanta	Georgia\Atlanta
3/31/2006	Walden & Anderson	Cheektowaga	NewYork\Buffalo
3/31/2006	Warrenton Village	Warrenton	Virginia\NorthernVirginia
3/31/2006	Cleveland & Owen K. Garriott	Enid	Oklahoma\OklahomaRemoteMarkets
3/31/2006	Garfield Heights	Garfield Heights	Ohio\Cleveland
3/31/2006	Binghamton, Front Street	Binghamton	NewYork\SouthernTier
3/31/2006	Greengate Centre	Greensburg	Pennsylvania\Pittsburgh
3/31/2006	70th & Youree	Shreveport	Louisiana\Shreveport
3/31/2006	Eastgate-Bellevue	Bellevue	Washington\Seattle
3/31/2006	Carolinas Medical South	Charlotte	NorthCarolina\Charlotte
3/31/2006	Peters Township	McMurray	Pennsylvania\Pittsburgh
3/31/2006	Peoria-University & Main	Peoria	Illinois\IllinoisRemoteMarkets
3/31/2006	SR 436 & US 17-92	Casselberry	Florida\Orlando
3/31/2006	Steveston - No. 1 & Bayview	Richmond	BritishColumbia\Vancouver
3/31/2006	Midway & Beltline	Addison	Texas\DallasFortWorth
3/31/2006	I-30 & Belt Line	Grand Prairie	Texas\DallasFortWorth
3/31/2006	Hwy 290 & Jones	Houston	Texas\Houston
3/31/2006	Loop 410 & Hwy 151	San Antonio	Texas\SanAntonio
3/31/2006	Saginaw - 287 and Bailey Boswell	Ft. Worth	Texas\DallasFortWorth
3/31/2006	Hwy 395 - Minden	Minden	Nevada\Reno
3/31/2006	Sheridan Rd & Old Elm - Highwood	Highwood	Illinois\Chicagoland
3/30/2006	3rd & D	Washington	WashingtonDC\WashingtonDC
3/30/2006	Kettleman & Beckman - Lodi	Lodi	California\ModestoStockton
3/30/2006	North Doylestown	Doylestown	Pennsylvania\Philadelphia
3/26/2006	24th & Ysabel, Paso Robles	Paso Robles	California\CentralCoast
3/25/2006	First St & Broadway	Ft Myers	Florida\Naples
3/24/2006	Washington Rd & Owens Rd	Evans	Georgia\Augusta
3/24/2006	Gray & Smith	Houston	Texas\Houston
3/24/2006	Hwy 199 and Charbonneau, Lake Worth	Ft. Worth	Texas\DallasFortWorth
3/24/2006	Hudson-I-94 & Carmichael	Hudson	Wisconsin\WisconsinRemoteMarkets
3/24/2006	Pearl & Hanover	New York	NewYork\NewYorkCity
3/24/2006	Tandem - Dawson & Gilmore	Burnaby	BritishColumbia\Vancouver
3/24/2006	Polaris Parkway East	Columbus	Ohio\Columbus
3/18/2006	Dover NH, Webb Place	Dover	NewHampshire
3/18/2006	Montreux-2nd & Yukon	Vancouver	BritishColumbia\Vancouver
3/17/2006	White & Stine, Bakersfield	Bakersfield	California\KernCounty
3/17/2006	135th & State Line	Kansas City	Missouri\KansasCity
3/17/2006	Hwy 249 & Hirschfield	Tomball	Texas\Houston
3/17/2006	Mission & Quince, Escondido	Escondido	California\SanDiego
3/17/2006	Stratford, Barnum Avenue	Stratford	Connecticut\SouthernConnecticut
3/17/2006	Monroe, Rt 25	Monroe	Connecticut\SouthernConnecticut
3/17/2006	Somers Point	Somers Point	NewJersey
3/15/2006	The Summit at Sierra - Reno	Reno	Nevada\Reno
3/14/2006	Kamehameha Shopping Center	Honolulu	Hawaii\Oahu
3/11/2006	Louetta & Stuebner Airline	Spring	Texas\Houston
3/10/2006	US 80 & Veterans Pkwy	Columbus	Georgia\GeorgiaRemoteMarkets
3/10/2006	Duckhorn & Arena - Sacramento	Sacramento	California\Sacramento
3/10/2006	Route 14 & Lake Cook	Barrington	Illinois\Chicagoland
3/10/2006	Sea Cliff, Glen Cove Ave	Glen Cove	NewYork\LongIsland
3/7/2006	Cross Creek	Fayetteville	NorthCarolina\NorthCarolinaRemoteMarkets
3/6/2006	30 N. LaSalle	Chicago	Illinois\Chicago
3/6/2006	Alexandria Commons	Alexandria	Virginia\NorthernVirginia
3/3/2006	Bogue & Garden Highway - Yuba City	Yuba City	California\NorthernCalifornia
3/3/2006	15th & Bryant	Edmond	Oklahoma\OklahomaCity
3/3/2006	Berryessa & King St	San Jose	California\SantaClaraCounty
3/3/2006	Clayton Crossing	Surrey	BritishColumbia\Vancouver
3/3/2006	Cheyenne & MLK, North Las Vegas	North Las Vegas	Nevada\LasVegas
3/3/2006	46 & Johnson	Columbus	Indiana\IndianaRemoteMarkets
3/3/2006	Belle Vernon	Belle Vernon	Pennsylvania\Pittsburgh
3/3/2006	North Perryville & Olde Creek	Rockford	Illinois\IllinoisRemoteMarkets
3/1/2006	King & Shaw	Toronto	Ontario\Toronto
2/27/2006	1202 Wishkah St- Aberdeen	Aberdeen	Washington\Olympia
2/25/2006	Gaffney	Gaffney	SouthCarolina\SouthCarolinaRemoteMarkets
2/24/2006	Hemlock & Perris, Moreno Valley	Moreno Valley	California\RiversideCounty
2/24/2006	Plaza 5500- Taylorsville	Taylorsville	Utah
2/23/2006	Curtner & Leigh	San Jose	California\SantaClaraCounty
2/22/2006	Florida & Palm, Hemet	Hemet	California\RiversideCounty
2/22/2006	Tenaya & Azure, Las Vegas	Las Vegas	Nevada\LasVegas
2/20/2006	Bolsa Chica & Heil	Huntington Beach	California\OrangeCounty
2/17/2006	Tully & King	San Jose	California\SantaClaraCounty
2/17/2006	21st & Shadeland	Indianapolis	Indiana\Indianapolis
2/17/2006	Colorado & I-70- Idaho Springs	Idaho Springs	Colorado\ColoradoRemoteMarkets
2/17/2006	I-35 & Tri County	Schertz	Texas\SanAntonio
2/17/2006	Hwy 377 & Wolfe Nursery	Stephenville	Texas\RemoteMarkets
2/17/2006	Mount Laurel Centerton Square	Mount Laurel	NewJersey
2/17/2006	Moreno Beach & Hwy 60	Moreno Valley	California\RiversideCounty
2/15/2006	Patriots Place	Greensboro	NorthCarolina\Greensboro
2/12/2006	Bethany & Hwy 9	Alpharetta	Georgia\Atlanta
2/11/2006	Chapel Hill Rd @ I-20	Douglasville	Georgia\Atlanta
2/10/2006	Frederica & Booth	Owensboro	Kentucky\KentuckyRemoteMarkets
2/10/2006	10th & Market, San Diego	San Diego	California\SanDiego
2/9/2006	Trade Center Dr. & Hwy 49 - Martel	Martel	California\CalaverasCounty
2/9/2006	Gage & Keene Rd	Richland	Washington\SoutheasternWashington
2/3/2006	3727 Buchanan	San Francisco	California\SanFrancisco
2/3/2006	12 Mile & Gratiot	Roseville	Michigan\Detroit
2/3/2006	Davis Lake Commons	Charlotte	NorthCarolina\Charlotte
2/3/2006	Edgewater MD	Edgewater	Maryland\SouthernMaryland
2/3/2006	Plymouth - Hwy 55 & NW Blvd.	Plymouth	Minnesota\Minneapolis
2/3/2006	Penn Plaza- Moses Lake	Moses Lake	Washington\CentralWashington
2/2/2006	244 Ellendale Ave- Dallas, OR	Dallas	Oregon\WestCentralOregon
2/1/2006	Dobbin Rd - Westbank TC	Westbank	BritishColumbia\EasternBritishColumbia
1/31/2006	9th & Elm	Columbia	Missouri\MissouriRemoteMarkets
1/29/2006	Mt. Lehman Centre - Abbotsford	Abbotsford	BritishColumbia\Vancouver
1/28/2006	Johnstown	Johnstown	Pennsylvania\PennsylvaniaRemoteMarkets
1/27/2006	York-I-80 & Hwy 81	York	Nebraska
1/27/2006	Flamingo & I-215, Las Vegas	Las Vegas	Nevada\LasVegas
1/27/2006	FM 802 & San Marcelo	Brownsville	Texas\SouthTexas
1/27/2006	Midland, M-10 & Eastman	Midland	Michigan\MichiganRemoteMarkets
1/27/2006	JFK & McCain	North LIttle Rock	Arkansas
1/26/2006	Herndon & Milburn, Fresno	Fresno	California\CentralValley
1/26/2006	March & I-5 - Stockton	Stockton	California\ModestoStockton
1/25/2006	Howard & Schnoor - Madera	Madera	California\CentralValley
1/23/2006	Enchanted Lake Center	Kailua	Hawaii\Oahu
1/21/2006	Marketplace at Huntingdon Valley	Huntingdon Valley	Pennsylvania\Philadelphia
1/20/2006	Washington & Greenwing	Sheboygan	Wisconsin\NorthernWisconsin
1/20/2006	Del Amo & Woodruff, Lakewood	Lakewood	California\SoutheastLosAngeles
1/20/2006	Hwy 36 & Hwy 290	Brenham	Texas\RemoteMarkets
1/16/2006	Wolf Willow	Edmonton	Alberta\Edmonton
1/13/2006	Worcester, East Central Street	Worcester	Massachusetts\Worcester
1/13/2006	Cache & NW 40th	Lawton	Oklahoma\OklahomaRemoteMarkets
1/13/2006	Hastings & Kirk	Eau Claire	Wisconsin\WisconsinRemoteMarkets
1/13/2006	Cedar Rapids-1st & Collins	Cedar Rapids	Iowa
1/13/2006	Hampton & Mt. Diablo	Lafayette	California\ContraCostaCounty
1/13/2006	Kirby & Quince	Germantown	Tennessee\Memphis
1/13/2006	Lakeville - I-35 & Kenwood Trail	Lakeville	Minnesota\Minneapolis
1/10/2006	Soquel & Trout Gulch	Aptos	California\CentralCoast
1/6/2006	Wallace & Glen Creek- Salem	Salem	Oregon\WestCentralOregon
1/6/2006	Broward Health Medical Center	Fort Lauderdale	Florida\BrowardCounty
1/6/2006	Hwy 7 & I-70	Blue Springs	Missouri\KansasCity
1/6/2006	St. Paul-Grand Ave & Oxford St	St. Paul	Minnesota\Minneapolis
1/6/2006	NW Expwy & MacArthur	Warr Acres	Oklahoma\OklahomaCity
1/6/2006	Randall & Technology	Elgin	Illinois\Chicagoland
1/5/2006	Providence, One Financial	Providence	RhodeIsland
1/2/2006	631 Commissioners Rd E	London	Ontario\LondonON
1/1/2006	20 Parkland Dr	Halifax	NovaScotia
1/1/2006	Lake Dr & US 190	Covington	Louisiana\NewOrleans
1/1/2006	I-20 & Hwy 21	Oxford	Alabama\AlabamaRemoteMarkets
1/1/2006	Hwy 78 & 190	Garland	Texas\DallasFortWorth
12/31/2005	US 441 & Hiawassee Rd	Apopka	Florida\Orlando
12/30/2005	131st & Hazel Dell Pkwy	Carmel	Indiana\Indianapolis
12/30/2005	Hwy 79 & Pechanga, Temecula	Temecula	California\RiversideCounty
12/30/2005	I-30 & Cockrell Hill	Dallas	Texas\DallasFortWorth
12/30/2005	Killarney Shopping Ctre	Vancouver	BritishColumbia\Vancouver
12/29/2005	Park Blvd & US Hwy 19	Pinellas Park	Florida\Tampa
12/26/2005	Linda Vista & Napa, San Diego	San Diego	California\SanDiego
12/23/2005	Cambie St & 39th Ave	Vancouver	BritishColumbia\Vancouver
12/22/2005	Sioux City - Lakeport & Hwy 20	Sioux City	Iowa
12/21/2005	Lincoln Mall Pad	Lincoln	RhodeIsland
12/18/2005	Woburn, Commerce Way	Woburn	Massachusetts\Boston
12/18/2005	Bellevue-Hwy 75 & Cornhusker Rd	Bellevue	Nebraska
12/17/2005	Keith & 1st	Cleveland	Tennessee\Chattanooga
12/17/2005	Lyons-Ogden & First	Lyons	Illinois\Chicagoland
