Opened	Name	City	Market
12/21/2006	Houston Levee & Winchester	Collierville	Tennessee\Memphis
12/21/2006	Robson & Richards	Vancouver	BritishColumbia\Vancouver
12/20/2006	300 E. Lincoln Hwy, Exton	Exton	Pennsylvania\Philadelphia
12/20/2006	35th & Fauntleroy	Seattle	Washington\Seattle
12/20/2006	Eglin Pkwy & Walter Martin	Fort Walton Beach	Florida\Panhandle
12/20/2006	Mundelein-Route 60 & 83	Mundelein	Illinois\Chicagoland
12/20/2006	Hwy 6 & Bissonnet	Houston	Texas\Houston
12/19/2006	The Mall at Millenia-Downstairs	Orlando	Florida\Orlando
12/18/2006	Wooster Crossings	Wooster	Ohio\OhioRemoteMarkets
12/18/2006	17th and Hover- Longmont	Longmont	Colorado\FortCollins
12/18/2006	Renaissance Center	Altamonte Springs	Florida\Orlando
12/16/2006	Augusta St & Faris Rd	Greenville	SouthCarolina\Greenville
12/16/2006	Hwy 16 & Hwy 64	Denham Springs	Louisiana\BatonRouge
12/15/2006	Watt & Roseville	North Highlands	California\Sacramento
12/15/2006	Veterans Pkwy & Morrissey	Bloomington	Illinois\IllinoisRemoteMarkets
12/15/2006	Tillotson & Godman	Muncie	Indiana\IndianaRemoteMarkets
12/15/2006	Durham-Chapel Hill & Moriah Ext 270	Durham	NorthCarolina\RaleighDurhamChapelHill
12/15/2006	Green Valley & Francisco	El Dorado Hills	California\Sacramento
12/15/2006	Crossgates Mall	Albany	NewYork\Albany
12/15/2006	Forest & Webb Chapel	Dallas	Texas\DallasFortWorth
12/15/2006	111th & Hickman	Clive	Iowa
12/15/2006	514 86th St	Brooklyn	NewYork\Brooklyn
12/15/2006	Bicentennial & Sun City Anthem	Henderson	Nevada\LasVegas
12/15/2006	North & 25th - Melrose Park	Melrose Park	Illinois\Chicagoland
12/15/2006	SR 22 & Beaner	Gas City	Indiana\IndianaRemoteMarkets
12/15/2006	Madison Hgts, 12 Mile & Dartmouth	Madison Heights	Michigan\Detroit
12/15/2006	Scarsdale Train Station	Scarsdale	NewYork\WestchesterCounty
12/15/2006	North & Grace	Lombard	Illinois\Chicagoland
12/15/2006	Navarro & Loop 463	Victoria	Texas\RemoteMarkets
12/15/2006	SR 933 & Cleveland	South Bend	Indiana\NorthwestIndiana
12/14/2006	Colonial Plaza	Orlando	Florida\Orlando
12/14/2006	Ocean County Mall	Toms River	NewJersey
12/13/2006	Germantown & Macon	Cordova	Tennessee\Memphis
12/13/2006	Satellite Blvd & Old P`tree Rd	Duluth	Georgia\Atlanta
12/12/2006	Burlington Retail-George Hopper Rd	Burlington	Washington\Bellingham
12/11/2006	Santa Cruz, Atascadero	Atascadero	California\CentralCoast
12/11/2006	Line & Pierremont	Shreveport	Louisiana\Shreveport
12/11/2006	Santa Cruz & Hwy 9	Los Gatos	California\SantaClaraCounty
12/9/2006	Grand Island-Hwy 281 & Old Potash	Grand Island	Nebraska
12/8/2006	Tudor Rd and C Street	Anchorage	Alaska
12/8/2006	The Village Apartments	Irvine	California\OrangeCounty
12/8/2006	Eastridge Mall- Casper	Casper	Wyoming
12/8/2006	41st & Soquel	Soquel	California\CentralCoast
12/8/2006	4th and Abriendo	Pueblo	Colorado\Pueblo
12/8/2006	Bridge Street Plaza- Clarkston	Clarkston	Washington\SoutheasternWashington
12/8/2006	Calumet & 41st	Manitowoc	Wisconsin\NorthernWisconsin
12/8/2006	I-35 & Sam Bass	Round Rock	Texas\Austin
12/8/2006	Magic Mountain & Tourney	Valencia	California\SantaClarita
12/8/2006	Hwy 16A & Jennifer Heil Way	Spruce Grove	Alberta\Edmonton
12/8/2006	Hwy 93 & Reserve Dr, Kalispell	Kalispell	Montana
12/8/2006	Hwy 99 & Hazel - Gridley	Gridley	California\NorthernCalifornia
12/8/2006	Shops at Atlas Park	Glendale	NewYork\Queens
12/8/2006	Riverpark North	Fresno	California\CentralValley
12/8/2006	Hwy 34 & Taft--Loveland	Loveland	Colorado\FortCollins
12/8/2006	Park Royal Indigo	West Vancouver	BritishColumbia\Vancouver
12/8/2006	Lake Mead & McDaniel, N LV	North Las Vegas	Nevada\LasVegas
12/6/2006	Val Vista & Southern, Mesa	Mesa	Arizona\Phoenix
12/6/2006	Ellice Ave St & Milt Stegal Dr	Winnipeg	Manitoba
12/5/2006	8th Ave & 49th St	Hialeah	Florida\Miami
12/1/2006	Wadworth & Bowles, Littleton	Littleton	Colorado\Denver
12/1/2006	2983 Westoak Trails	Oakville	Ontario\GreaterTorontoArea
12/1/2006	Aspen & Kenosha	Broken Arrow	Oklahoma\Tulsa
12/1/2006	Bolingbrook-Boughton & Janes	Bolingbrook	Illinois\Chicagoland
12/1/2006	Aberdeen, NC	Aberdeen	NorthCarolina\NorthCarolinaRemoteMarkets
12/1/2006	Fleur & Stanton	Des Moines	Iowa
12/1/2006	Davenport-Kimberly & Bridge	Davenport	Iowa
12/1/2006	Metrocenter & Dominican	Nashville	Tennessee\Nashville
12/1/2006	Hwy 141 & I-44	Valley Park	Missouri\StLouis
12/1/2006	SR 70 & I-75	Bradenton	Florida\SarasotaBradenton
12/1/2006	I-20 & Cooktown	Ruston	Louisiana\LouisianaRemoteMarkets
12/1/2006	Nolensville & Concord	Brentwood	Tennessee\Nashville
11/30/2006	1040 Kennedy Circle	Milton	Ontario\GreaterTorontoArea
11/30/2006	Rte 46 W, Little Ferry	Little Ferry	NewJersey
11/30/2006	Indiana Commons	Indiana	Pennsylvania\PennsylvaniaRemoteMarkets
11/28/2006	Yonge & Finch	Toronto	Ontario\Toronto
11/27/2006	Park Ave & Globeville- Denver	Denver	Colorado\Denver
11/27/2006	Lake & Jefferson - West Loop	Chicago	Illinois\Chicago
11/25/2006	Clayton, NC	Clayton	NorthCarolina\NorthCarolinaRemoteMarkets
11/24/2006	Bolingbrook-Weber & Lilly Cache	Bolingbrook	Illinois\Chicagoland
11/22/2006	25th & Wabash	Terre Haute	Indiana\IndianaRemoteMarkets
11/22/2006	Int`l Blvd & Bentonville Pkwy	North Charleston	SouthCarolina\Charleston
11/22/2006	Merlot Dr & Wine Country Rd - Pross	Prosser	Washington\CentralWashington
11/22/2006	Shops at Saucon Valley	Lehigh Valley	Pennsylvania\PennsylvaniaRemoteMarkets
11/21/2006	Government & Catherine	Mobile	Alabama\Mobile
11/21/2006	Center St. & Mullen-Tacoma	Tacoma	Washington\Tacoma
11/21/2006	Redmond Ridge	Redmond	Washington\Seattle
11/20/2006	Destiny USA	Syracuse	NewYork\Syracuse
11/20/2006	Melbourne Square Mall - FoodCourt	Melbourne	Florida\SpaceCoast
11/20/2006	Placer Heights - Redding	Redding	California\NorthernCalifornia
11/18/2006	Wood Village Town Center- W Village	Wood Village	Oregon\Portland
11/18/2006	Cusick & Alcoa	Alcoa	Tennessee\Knoxville
11/17/2006	Coliseum & Coldwater	Ft Wayne	Indiana\FortWayne
11/17/2006	Ashlan & Blythe, Fresno	Fresno	California\CentralValley
11/17/2006	E North St & Pleasantburg	Greenville	SouthCarolina\Greenville
11/17/2006	Old Hickory & Chandler	Hermitage	Tennessee\Nashville
11/17/2006	Quincy & McCullough	San Antonio	Texas\SanAntonio
11/17/2006	Mall & Plaza	Florence	Kentucky\GreaterCincinnati
11/15/2006	Morada Lane & Hwy 99 - Stockton	Stockton	California\ModestoStockton
11/13/2006	E-470 & Gartrell- Aurora	Aurora	Colorado\Denver
11/10/2006	Wildcat Reserve & Fairview-CO	Highlands Ranch	Colorado\Denver
11/10/2006	Centerville Starbucks	Centerville	Utah
11/10/2006	29th & Air Depot	Midwest City	Oklahoma\OklahomaCity
11/10/2006	58th & Kipling- Arvada	Arvada	Colorado\Denver
11/10/2006	32nd & University, San Diego	San Diego	California\SanDiego
11/10/2006	Spartan Square	Salem	Virginia\RoanokeLynchburg
11/10/2006	Main & Flood	Norman	Oklahoma\OklahomaCity
11/10/2006	Johnson & Pioneer	Fond du Lac	Wisconsin\NorthernWisconsin
11/10/2006	Main & Buffalo Speedway	Houston	Texas\Houston
11/3/2006	Watertown-Hwy 212 & 29th	Watertown	SouthDakota
11/3/2006	Grand & May	Oklahoma City	Oklahoma\OklahomaCity
11/3/2006	Hesperia & Bear Valley	Hesperia	California\SanBernardinoCounty
11/3/2006	Bowen & Park Row	Arlington	Texas\DallasFortWorth
11/3/2006	Medina Shopping Center	Medina	Ohio\Cleveland
11/3/2006	I 30 & Alcoa	Benton	Arkansas
11/3/2006	Texas & Villa Maria	Bryan	Texas\CollegeStation
11/2/2006	Pacific Rim Station-Pt Alberni D/T	Port Alberni	BritishColumbia\VancouverIsland
11/2/2006	Rio Grande Valley Premium Outlets	Mercedes	Texas\SouthTexas
11/1/2006	95 King St S	Waterloo	Ontario\GreaterTorontoArea
11/1/2006	Peachtree Pkwy & Brookwood Rd	Suwanee	Georgia\Atlanta
10/31/2006	Town Ctr Mall-Powell River	Powell River	BritishColumbia\Vancouver
10/30/2006	Cary Central	Cary	NorthCarolina\RaleighDurhamChapelHill
10/29/2006	High House Road	Cary	NorthCarolina\RaleighDurhamChapelHill
10/28/2006	Antelope & Daly - Sacramento	Sacramento	California\Sacramento
10/28/2006	Coconut Point	Estero	Florida\Naples
10/28/2006	Lansdale	Lansdale	Pennsylvania\Philadelphia
10/27/2006	11th & Grand	Los Angeles	California\LosAngeles
10/27/2006	E 35th & Peoria	Tulsa	Oklahoma\Tulsa
10/27/2006	Davis & Precinct Line	North Richland Hills	Texas\DallasFortWorth
10/27/2006	Coon Rapids-Foley & Hwy 10	Coon Rapids	Minnesota\Minneapolis
10/27/2006	Moorhead-I-94 & 8th	Moorhead	Minnesota\MinnesotaRemoteMarkets
10/27/2006	Palm Bay Rd & I-95	Palm Bay	Florida\SpaceCoast
10/26/2006	Estuary Cove - Oakland	Oakland	California\AlamedaCounty
10/26/2006	Summit Ctre - Kamloops	Kamloops	BritishColumbia\EasternBritishColumbia
10/22/2006	Newall & Carl Ct	Santa Clarita	California\SantaClarita
10/21/2006	Neshaminy	Trevose	Pennsylvania\Philadelphia
10/20/2006	Woodlands & Kuykendahl	The Woodlands	Texas\Houston
10/20/2006	Collins & Lamar	Arlington	Texas\DallasFortWorth
10/20/2006	Arch Road & Hwy 99 - Stockton	Stockton	California\ModestoStockton
10/20/2006	76th & Good Hope	Milwaukee	Wisconsin\Milwaukee
10/20/2006	17th & Main- Longmont	Longmont	Colorado\FortCollins
10/20/2006	Millennium Station - Underground	Chicago	Illinois\Chicago
10/19/2006	Plaza del Mercado	Silver Spring	Maryland\WashingtonDCArea
10/14/2006	Roy Rogers & Civic Drive	Victorville	California\SanBernardinoCounty
10/13/2006	W Sunset Blvd & N Bluff St	St. George	Utah
10/13/2006	Belfair Valley Plaza-Belfair, WA	Belfair	Washington\Tacoma
10/13/2006	Downtown Celebration	Celebration	Florida\Orlando
10/13/2006	Lake & Enterprise	West Sacramento	California\Sacramento
10/13/2006	North Myrtle Beach	North Myrtle Beach	SouthCarolina\MyrtleBeach
10/12/2006	Madison & Manzanita - Carmichael	Carmichael	California\Sacramento
10/11/2006	Laniakea Plaza at Ka Uka Blvd	Waipahu	Hawaii\Oahu
10/10/2006	Isabel & Vineyard	Livermore	California\AlamedaCounty
10/7/2006	8th & Townsend	San Francisco	California\SanFrancisco
10/6/2006	Winchester Gateway- Berryville Pike	Winchester	Virginia\VirginiaRemoteMarkets
10/6/2006	35th & 5th	New York	NewYork\NewYorkCity
10/6/2006	FM 423 & Eldorado Pkwy	Lewisville	Texas\DallasFortWorth
10/6/2006	85th & Lexington	New York	NewYork\NewYorkCity
10/6/2006	41st & Main	Kansas City	Missouri\KansasCity
10/6/2006	Collier & Central, Lake Elsinore	Lake Elsinore	California\RiversideCounty
10/6/2006	Cooper Point Village- Olympia	Olympia	Washington\Olympia
10/6/2006	FM 3040 & Gerault	Flower Mound	Texas\DallasFortWorth
10/6/2006	Hillcrest & Greelot	Mobile	Alabama\Mobile
10/6/2006	Highway 16 & Pralle Center	Onalaska	Wisconsin\WisconsinRemoteMarkets
10/6/2006	Kansas Avenue & Hwy 99 - Modesto	Modesto	California\ModestoStockton
10/6/2006	I 40 & Garth Brooks	Yukon	Oklahoma\OklahomaCity
10/6/2006	Louisiana & Indian School	Albuquerque	NewMexico\Albuquerque
10/2/2006	Young`s Bay Plaza- Warrenton	Warrenton	Oregon\OregonCoast
10/2/2006	W Gandy Blvd & S Himes	Tampa	Florida\Tampa
10/2/2006	19th & Telephone	Moore	Oklahoma\OklahomaCity
10/2/2006	3059 Wonderland Rd S	London	Ontario\LondonON
10/2/2006	Byron Ctr & Metro Health Dr	Wyoming	Michigan\GrandRapids
10/2/2006	Governor Plaza	Glen Burnie	Maryland\Baltimore
10/2/2006	East Amherst	East Amherst	NewYork\Buffalo
10/2/2006	1732 Stringtown Rd, Parkway Centre	Grove City	Ohio\Columbus
10/2/2006	28th & National, San Diego	San Diego	California\SanDiego
10/2/2006	17th St & 15th Ave	Fort Lauderdale	Florida\BrowardCounty
10/2/2006	Orland Square Mall	Orland Park	Illinois\Chicagoland
10/2/2006	Springfield Plaza	Springfield	Virginia\NorthernVirginia
10/2/2006	Telshor & Commerce, Las Cruces	Las Cruces	NewMexico\LasCruces
10/2/2006	Rio Rancho & The 71, Pomona	Pomona	California\SanGabrielValley
10/2/2006	Mississippi and Buckley	Aurora	Colorado\Denver
10/2/2006	McDill & Crossroads	Plover	Wisconsin\NorthernWisconsin
10/2/2006	Lake Boone Trail	Raleigh	NorthCarolina\RaleighDurhamChapelHill
10/2/2006	Santa Rosa & Yolanda	Santa Rosa	California\SonomaCounty
9/30/2006	Rancho California & Meadows	Temecula	California\RiversideCounty
9/29/2006	Williamsport	Williamsport	Pennsylvania\PennsylvaniaRemoteMarkets
9/29/2006	Towers, VA	Roanoke	Virginia\RoanokeLynchburg
9/29/2006	Waterloo-Flammang & Crossroads	Waterloo	Iowa
9/29/2006	Ventura & Shoup	Woodland Hills	California\LosAngelesCounty
9/29/2006	Winchester & Benton, Winchester	Winchester	California\RiversideCounty
9/29/2006	Crown Point-Summit & Main	Crown Point	Indiana\NorthwestIndiana
9/29/2006	Canal & Glenwild	Thibodaux	Louisiana\NewOrleans
9/29/2006	675 Appleby Line	Burlington	Ontario\GreaterTorontoArea
9/29/2006	Broadway and Bates Ave	Englewood	Colorado\Denver
9/29/2006	Fullerton & Racine - Lincoln Park	Chicago	Illinois\Chicago
9/29/2006	865 Market - SF Centre	San Francisco	California\SanFrancisco
9/29/2006	125 Summer St.	Boston	Massachusetts\Boston
9/29/2006	503 Brant St	Burlington	Ontario\GreaterTorontoArea
9/29/2006	Big Bend & Dougherty Ferry	St. Louis	Missouri\StLouis
9/29/2006	Hwy 49 & Combie	Auburn	California\Sacramento
9/29/2006	North Platte-I80 & S Hwy 83	North Platte	Nebraska
9/29/2006	Pekin-Court & Veterans	Pekin	Illinois\IllinoisRemoteMarkets
9/29/2006	I-85 & Pelham Pkwy	Greenville	SouthCarolina\Greenville
9/29/2006	Perry Hall	Nottingham	Maryland\Baltimore
9/29/2006	I-10 & Hwy 181	Spanish Fort	Alabama\Mobile
9/29/2006	Lasalle and E. Cotati	Cotati	California\SonomaCounty
9/29/2006	Pittsburgh Mills, Tarentum	Tarentum	Pennsylvania\Pittsburgh
9/29/2006	Southington, Queen Street	Southington	Connecticut\Hartford
9/29/2006	Jefferson & Fairfield	Fort Wayne	Indiana\FortWayne
9/28/2006	First & Shaw, Fresno	Fresno	California\CentralValley
9/28/2006	Terminal Park Mall	Nanaimo	BritishColumbia\VancouverIsland
9/27/2006	Federal Hwy & 12th St	Vero Beach	Florida\TreasureCoast
9/26/2006	US 441 & Rolling Acres	Lady Lake	Florida\Gainesville
9/26/2006	Bayfair Center - San Leandro	San Leandro	California\AlamedaCounty
9/26/2006	Houston Levee & Macon	Cordova	Tennessee\Memphis
9/25/2006	Valley & Rigsby, Las Cruces	Las Cruces	NewMexico\LasCruces
9/25/2006	1604 & 281 - NE Corner	San Antonio	Texas\SanAntonio
9/23/2006	College Pky & Retail Dr-Carson Cty	Carson City	Nevada\Reno
9/23/2006	Arrowood Road	Charlotte	NorthCarolina\Charlotte
9/23/2006	4th St & 50th Ave	St. Petersburg	Florida\Tampa
9/23/2006	Race Track & Nine Eagles	Tampa	Florida\Tampa
9/22/2006	Zanesville, OH	Zanesville	Ohio\OhioRemoteMarkets
9/22/2006	Versailles & Parkers Mill	Lexington	Kentucky\Lexington
9/22/2006	10th St & South Miami Ave.	Miami	Florida\Miami
9/22/2006	Beverly-103rd & Longwood	Chicago	Illinois\Chicago
9/22/2006	Damonte Ranch & Steamboat Pkwy-Reno	Reno	Nevada\Reno
9/22/2006	168th and Highway 99-Lynnwood	Lynnwood	Washington\Seattle
9/22/2006	Clarksburg	Clarksburg	WestVirginia
9/22/2006	136th & I-25- Westminster	Westminster	Colorado\Denver
9/22/2006	Esplanade & 9th - Chico	Chico	California\NorthernCalifornia
9/22/2006	96th & US 169	Owasso	Oklahoma\Tulsa
9/22/2006	Madison & Hwy 41	Clarksville	Tennessee\Clarksville
9/22/2006	Oso & I-5	Mission Viejo	California\OrangeCounty
9/22/2006	Lomas & Broadway, Albuquerque	Albuquerque	NewMexico\Albuquerque
9/22/2006	SR-K & Laura Hill Rd	OFallon	Missouri\StLouis
9/22/2006	Sylvan Retail - Portland	Portland	Oregon\Portland
9/22/2006	I-81 & Exit 7	Bristol	Virginia\VirginiaRemoteMarkets
9/22/2006	Marquette, MI-Hwy 41 & Hwy 492	Marquette	Michigan\MichiganRemoteMarkets
9/20/2006	99th Ave & Lower Buckeye	Tolleson	Arizona\Phoenix
9/19/2006	Del Amo Fash Center-L2 East Wing	Torrance	California\LosAngelesCountySouthBay
9/19/2006	I-80 & Dewar Dr-Rock Springs	Rock Springs	Wyoming
9/18/2006	West New York	West New York	NewJersey
9/17/2006	Hwy 29 & Redwood	Napa	California\NapaCounty
9/16/2006	Crabapple Rd & Houze Rd	Alpharetta	Georgia\Atlanta
9/16/2006	46-09 Queens Blvd	Sunnyside	NewYork\Queens
9/16/2006	I-75 & Hwy 20	McDonough	Georgia\GeorgiaRemoteMarkets
9/16/2006	N Pine Street	Spartanburg	SouthCarolina\Greenville
9/16/2006	Hwy 59 & Wilcrest	Houston	Texas\Houston
9/16/2006	Hwy 124 & Webb Gin House Rd	Lawrenceville	Georgia\Atlanta
9/15/2006	Union Center & Floer	West Chester	Ohio\Cincinnati
9/15/2006	168th & Washington- Thornton	Thornton	Colorado\Denver
9/15/2006	Chino Hills Pkwy & Pipeline	Chino Hills	California\SanBernardinoCounty
9/15/2006	3rd & Market , Riverside	Riverside	California\RiversideCounty
9/15/2006	Frankfort & Lexington	Louisville	Kentucky\Louisville
9/15/2006	1800 North & 2000 West-Clinton, UT	Clinton	Utah
9/15/2006	26 & Creasy	Lafayette	Indiana\IndianaRemoteMarkets
9/15/2006	1244 Western Ave	Albany	NewYork\Albany
9/15/2006	44th Ave & Federal Blvd-Denver	Denver	Colorado\Denver
9/15/2006	Day Creek & Foothill	Rancho Cucamonga	California\SanBernardinoCounty
9/15/2006	Hualapia & Desert Inn, Las Vegas	Las Vegas	Nevada\LasVegas
9/15/2006	Peoria-Prospect & War Memorial	Peoria	Illinois\IllinoisRemoteMarkets
9/15/2006	I-10 & Mesa	El Paso	Texas\ElPaso
9/15/2006	Irwin & Lincoln	San Rafael	California\MarinCounty
9/15/2006	Schenectady, Watt St.	Schenectady	NewYork\Albany
9/15/2006	Lenwood Road & Factory Outlet Ave	Barstow	California\SanBernardinoCounty
9/15/2006	Lonsdale Ave & 17th	North Vancouver	BritishColumbia\Vancouver
9/15/2006	N. Causeway & Florida	Mandeville	Louisiana\NewOrleans
9/14/2006	Westwood Avenue	Westwood	NewJersey
9/14/2006	Blue Oaks & Lone Tree - Rocklin	Rocklin	California\Sacramento
9/13/2006	615 Fanshawe Park Rd	London	Ontario\LondonON
9/13/2006	North Greenbush Road	Rensselaer	NewYork\Albany
9/12/2006	Northport Village	Northport	NewYork\LongIsland
9/11/2006	Boronda & Sanborn	Salinas	California\CentralCoast
9/10/2006	Yucaipa & Hampton, Yucaipa	Yucaipa	California\SanBernardinoCounty
9/10/2006	Dewdney Trunk & 240th	Maple Ridge	BritishColumbia\Vancouver
9/9/2006	Walnut Creek-Westminster	Westminster	Colorado\Denver
9/9/2006	Cordova Mall - First Level	Pensacola	Florida\Panhandle
9/9/2006	Avenue 48 & Jackson, Coachella	Coachella	California\PalmSprings
9/9/2006	Hwy 120 & Hwy 316	Lawrenceville	Georgia\Atlanta
9/8/2006	16th & Clinic	Bedford	Indiana\IndianaRemoteMarkets
9/8/2006	Atlanta Hwy & McLemore	Montgomery	Alabama\Montgomery
9/8/2006	Bowling Green - E Wooster St	Bowling Green	Ohio\Toledo
9/8/2006	FuBonn Shopping Center- Portland	Portland	Oregon\Portland
9/8/2006	Beckley	Beckley	WestVirginia
9/8/2006	Grand & Eucalyptus	El Segundo	California\LosAngelesCountySouthBay
9/8/2006	Chippewa & Lansdowne	St. Louis	Missouri\StLouis
9/8/2006	North Center Ave, Somerset	Somerset	Pennsylvania\PennsylvaniaRemoteMarkets
9/8/2006	Hillandale Shopping Center	Silver Spring	Maryland\WashingtonDCArea
9/8/2006	Orland Park-143rd & LaGrange	Orland Park	Illinois\Chicagoland
9/8/2006	Hilltop North	Virginia Beach	Virginia\ChesapeakeBayRegion
9/5/2006	Central Ave & 66th St	St. Petersburg	Florida\Tampa
9/5/2006	Edgmont	Edgemont	Pennsylvania\Philadelphia
9/4/2006	Bay & Taylor	San Francisco	California\SanFrancisco
9/2/2006	University & W. Markham	Little Rock	Arkansas
9/2/2006	16th & California- Denver	Denver	Colorado\Denver
9/2/2006	65th & Broadway	Sacramento	California\Sacramento
9/2/2006	Cherokee & Shiloh	Kennesaw	Georgia\Atlanta
9/1/2006	Walnut & 46th	Rogers	Arkansas
9/1/2006	Academy & Flintridge-Colorado Spri	Colorado Springs	Colorado\ColoradoSprings
9/1/2006	5th & Boonslick	St. Charles	Missouri\StLouis
9/1/2006	75 & Spring Creek	Plano	Texas\DallasFortWorth
9/1/2006	Goldsboro	Goldsboro	NorthCarolina\NorthCarolinaRemoteMarkets
9/1/2006	841 Rye St	Peterborough	Ontario\OntarioRemoteMarkets
9/1/2006	Colonial Heights	Colonial Heights	Virginia\Richmond
9/1/2006	Dixie Hwy & Kerrick	Louisville	Kentucky\Louisville
9/1/2006	Bayport	Bayport	NewYork\LongIsland
9/1/2006	Newport & Del Mar	Costa Mesa	California\OrangeCounty
9/1/2006	North Robinson Rd.	Richmond	Virginia\Richmond
9/1/2006	Roland Park, MD	Baltimore	Maryland\Baltimore
9/1/2006	Magnolia & Trask	Garden Grove	California\OrangeCounty
8/29/2006	Hwy 78 @ the 10 Loop	Athens	Georgia\GeorgiaRemoteMarkets
8/28/2006	Waimalu Shopping Center	Aiea	Hawaii\Oahu
8/28/2006	Meridian & Lenn	San Jose	California\SantaClaraCounty
8/26/2006	Canal Winchester	Canal Winchester	Ohio\Columbus
8/26/2006	Fairmont & Mickey Gilley Blvd	Pasadena	Texas\Houston
8/26/2006	Kingston, Massa Drive	Kingston	NewYork\NewYorkRemoteMarkets
8/25/2006	Worthington, North High Street	Worthington	Ohio\Columbus
8/25/2006	Washington & I-215	Colton	California\SanBernardinoCounty
8/25/2006	Central City Pkwy & Warren Rd	Westland	Michigan\Detroit
8/25/2006	Taylor & Vaughn	Montgomery	Alabama\Montgomery
8/25/2006	I-80 & Magazine - Vallejo	Vallejo	California\SolanoCounty
8/25/2006	I-40 & Kickapoo	Shawnee	Oklahoma\OklahomaRemoteMarkets
8/25/2006	South Elm & I-85	Greensboro	NorthCarolina\Greensboro
8/25/2006	Rochester Rd. & Tienken	Rochester Hills	Michigan\Detroit
8/25/2006	Palm Dr. & Two Bunch Palms	Desert Hot Springs	California\PalmSprings
8/25/2006	Hwy 231 & Innsbrooke	Murfreesboro	Tennessee\Nashville
8/25/2006	Hwy 26 & Church	Colleyville	Texas\DallasFortWorth
8/24/2006	Southtrail	Calgary	Alberta\Calgary
8/23/2006	Colonel Glenn & Zink	Fairborn	Ohio\Dayton
8/22/2006	Southglen	Winnipeg	Manitoba
8/21/2006	Providence Crossing- Cedar City	Cedar City	Utah
8/18/2006	Virginia & Broadway	Lexington	Kentucky\Lexington
8/18/2006	York Marketplace	York	Pennsylvania\PennsylvaniaRemoteMarkets
8/18/2006	1600 North & Main, Logan	Logan	Utah
8/18/2006	CR 122 & US 79	Round Rock	Texas\Austin
8/18/2006	I-10 & Hwy 46	Boerne	Texas\SanAntonio
8/18/2006	Taylorsville & I-265	Louisville	Kentucky\Louisville
8/18/2006	Lake & Barrington	Hanover Park	Illinois\Chicagoland
8/17/2006	Commerce & Nicholasville	Nicholasville	Kentucky\Lexington
8/16/2006	Northland & Richmond	Appleton	Wisconsin\NorthernWisconsin
8/11/2006	Tower & I-70- Aurora	Aurora	Colorado\Denver
8/11/2006	Grafton	Yorktown	Virginia\ChesapeakeBayRegion
8/11/2006	Hainesville-Rte 120 & Hainesville	Hainesville	Illinois\Chicagoland
8/11/2006	North St & West College	Nacogdoches	Texas\RemoteMarkets
8/11/2006	Oneida & Ramada	Ashwaubenon	Wisconsin\NorthernWisconsin
8/11/2006	Sequim Village Market Place	Sequim	Washington\WashingtonRemoteMarkets
8/11/2006	Olentangy River Road	Columbus	Ohio\Columbus
8/11/2006	Northtowne & McCarran	Reno	Nevada\Reno
8/11/2006	Hwy 119 & Kent Dairy	Alabaster	Alabama\Birmingham
8/10/2006	University & Wellborn	College Station	Texas\CollegeStation
8/10/2006	Temperance & Hwy 168, Clovis	Clovis	California\CentralValley
8/7/2006	King City	King City	California\CentralCoast
8/6/2006	Cary Towne Center	Cary	NorthCarolina\RaleighDurhamChapelHill
8/5/2006	Verdugo & Camino Ruiz, Camarillo	Camarillo	California\Ventura
8/5/2006	Blanding & Bolton	Orange Park	Florida\Jacksonville
8/5/2006	Florida Ave & Lake Miriam	Lakeland	Florida\Lakeland
8/5/2006	Indiantown & 67th Rd	Jupiter	Florida\PalmBeachCounty
8/5/2006	Homestead & Foothill	Cupertino	California\SantaClaraCounty
8/5/2006	Main St & Bayshore	Safety Harbor	Florida\Tampa
8/4/2006	Tustin Marketplace	Tustin	California\OrangeCounty
8/4/2006	91st. Avenue & Thomas, Phoenix	Phoenix	Arizona\Phoenix
8/4/2006	E. Longmeadow Center	East Longmeadow	Massachusetts\WesternMassachusetts
8/4/2006	I-24 & Hillsboro Hwy	Manchester	Tennessee\TennesseeRemoteMarkets
8/4/2006	Route 59 & Irving Park	Streamwood	Illinois\Chicagoland
8/4/2006	Route 38 & Annie Glidden	Dekalb	Illinois\IllinoisRemoteMarkets
8/4/2006	Mountain & 6th	Ontario	California\SanBernardinoCounty
8/4/2006	Millwoods Town Centre	Edmonton	Alberta\Edmonton
8/1/2006	Wilkes-Barre Marketplace	Wilkes-Barre	Pennsylvania\PennsylvaniaRemoteMarkets
7/30/2006	Jackson, I-94 and M50	Jackson	Michigan\MichiganRemoteMarkets
7/29/2006	Clint Moore Rd & US Hwy 441	Boca Raton	Florida\PalmBeachCounty
7/29/2006	Speedway Blvd.	Concord	NorthCarolina\Charlotte
7/29/2006	Taylor Ave & 67th St	Red Deer	Alberta\RedDeer
7/28/2006	Van Buren & Arlington	Riverside	California\RiversideCounty
7/28/2006	Cloverdale & Hwy 101	Cloverdale	California\SonomaCounty
7/28/2006	I-540 & Pleasant Grove	Rogers	Arkansas
7/28/2006	Snowden River	Columbia	Maryland\Baltimore
7/28/2006	Palomar Airport & Loker, Carlsbad	Carlsbad	California\SanDiego
7/28/2006	Murrieta Hot Springs & Hancock	Murrieta	California\RiversideCounty
